Timestamp (HH-MM-SS),Time (s),TSic AIN0 (°C)
01-53-15,1.0,18.44357281923294
01-53-16,2.0,18.44072312116623
01-53-17,3.0,18.441241184870403
01-53-18,4.1,18.431913778185844
01-53-19,5.1,18.42649006843567
01-53-20,6.1,18.420168161392212
01-53-21,7.1,18.413604259490967
01-53-22,8.1,18.407679557800293
01-53-23,9.1,18.409821212291718
01-53-24,10.1,18.4094757437706
01-53-25,11.2,18.407299041748047
01-53-26,12.2,18.40697067975998
01-53-27,13.2,18.40653884410858
01-53-28,14.2,18.405329704284668
01-53-29,15.2,18.398247599601746
01-53-30,16.2,18.392029583454132
01-53-31,17.2,18.386346876621246
01-53-32,18.2,18.378712356090546
01-53-33,19.3,18.371440410614014
01-53-34,20.3,18.378712356090546
01-53-35,21.3,18.386847972869873
01-53-36,22.3,18.387055337429047
01-53-37,23.3,18.388022482395172
01-53-38,24.4,18.386968970298767
01-53-39,25.4,18.380888640880585
01-53-40,26.4,18.372476398944855
01-53-41,27.4,18.37099063396454
01-53-42,28.4,18.36890071630478
01-53-43,29.4,18.36321759223938
01-53-44,30.4,18.356118381023407
01-53-45,31.5,18.349831104278564
01-53-46,32.5,18.352128386497498
01-53-47,33.5,18.345788955688477
01-53-48,34.5,18.346462786197662
01-53-49,35.5,18.34696388244629
01-53-50,36.5,18.347654819488525
01-53-51,37.5,18.339277625083923
01-53-52,38.5,18.339018523693085
01-53-53,39.6,18.33822411298752
01-53-54,40.6,18.33815485239029
01-53-55,41.6,18.336790084838867
01-53-56,42.6,18.336340725421906
01-53-57,43.6,18.337601602077484
01-53-58,44.6,18.330622971057892
01-54-00,45.6,18.323489129543304
01-54-01,46.6,18.317080855369568
01-54-02,47.7,18.309394598007202
01-54-03,48.7,18.30286532640457
01-54-04,49.7,18.304057359695435
01-54-05,50.7,18.29701030254364
01-54-06,51.7,18.296526730060577
01-54-07,52.7,18.291517436504364
01-54-08,53.7,18.285264790058136
01-54-09,54.8,18.27894288301468
01-54-10,55.8,18.279823660850525
01-54-11,56.8,18.274451792240143
01-54-12,57.8,18.27414095401764
01-54-13,58.8,18.272827923297882
01-54-14,59.8,18.271135210990906
01-54-15,60.9,18.270409643650055
01-54-16,61.9,18.268665194511414
01-54-17,62.9,18.267680525779724
01-54-18,63.9,18.26172161102295
01-54-19,64.9,18.261876821517944
01-54-20,65.9,18.262170553207397
01-54-21,66.9,18.25621122121811
01-54-22,67.9,18.257990300655365
01-54-23,69.0,18.256642639636993
01-54-24,70.0,18.25660800933838
01-54-25,71.0,18.25018221139908
01-54-26,72.0,18.25102835893631
01-54-27,73.0,18.24313473701477
01-54-28,74.0,18.247608721256256
01-54-29,75.0,18.247867822647095
01-54-30,76.0,18.247919976711273
01-54-31,77.1,18.24733293056488
01-54-32,78.1,18.248110234737396
01-54-33,79.1,18.24360203742981
01-54-34,80.1,18.236019253730774
01-54-35,81.1,18.242945730686188
01-54-36,82.1,18.244310081005096
01-54-37,83.1,18.24562269449234
01-54-38,84.1,18.2401123046875
01-54-39,85.2,18.239715099334717
01-54-40,86.2,18.225378155708313
01-54-41,87.2,18.21900451183319
01-54-42,88.2,18.21064442396164
01-54-43,89.2,18.209418177604675
01-54-44,90.2,18.204046308994293
01-54-45,91.2,18.20572191476822
01-54-46,92.2,18.204529881477356
01-54-47,93.3,18.203545212745667
01-54-48,94.3,18.20468509197235
01-54-49,95.3,18.204494833946228
01-54-50,96.3,18.20478856563568
01-54-51,97.3,18.19914048910141
01-54-52,98.3,18.19378572702408
01-54-53,99.4,18.187377452850342
01-54-54,100.4,18.181522011756897
01-54-55,101.4,18.178499162197113
01-54-56,102.4,18.18392276763916
01-54-57,103.4,18.190296411514282
01-54-58,104.4,18.19036567211151
01-54-59,105.5,18.189657628536224
01-55-00,106.5,18.190901398658752
01-55-01,107.5,18.191834330558777
01-55-02,108.5,18.192594528198242
01-55-03,109.5,18.192456424236298
01-55-04,110.5,18.200280785560608
01-55-05,111.6,18.201178669929504
01-55-06,112.6,18.193854987621307
01-55-07,113.6,18.188137650489807
01-55-08,114.6,18.1879820227623
