Time,Channel A
(s),(mV)

0.35000002,2.04473996
0.35200002,2.95419168
0.35400002,2.49946594
0.35600002,2.04473996
0.35800002,2.95419168
0.36000002,2.49946594
0.36200002,3.40891743
0.36400002,2.04473996
0.36600002,2.49946594
0.36800002,2.49946594
0.37000002,2.04473996
0.37200002,2.95419168
0.37400002,2.04473996
0.37600002,2.04473996
0.37800002,2.49946594
0.38000002,2.04473996
0.38200002,2.95419168
0.38400002,2.04473996
0.38600002,2.95419168
0.38800002,2.49946594
0.39000002,2.04473996
0.39200002,2.49946594
0.39400002,2.04473996
0.39600002,2.95419168
0.39800002,2.49946594
0.40000002,2.49946594
0.40200002,2.04473996
0.40400002,2.04473996
0.40600002,2.49946594
0.40800002,2.04473996
0.41000002,2.95419168
0.41200002,2.04473996
0.41400002,2.04473996
0.41600002,2.04473996
0.41800002,2.04473996
0.42000002,2.95419168
0.42200002,2.04473996
0.42400002,2.95419168
0.42600002,2.04473996
0.42800002,2.04473996
0.43000002,2.04473996
0.43200002,2.04473996
0.43400002,2.49946594
0.43600002,2.04473996
0.43800002,2.95419168
0.44000002,2.04473996
0.44200002,2.49946594
0.44400002,2.04473996
0.44600002,2.04473996
0.44800002,2.49946594
0.45000002,2.04473996
0.45200002,2.49946594
0.45400002,2.04473996
0.45600002,2.95419168
0.45800002,2.04473996
0.46000002,2.49946594
0.46200002,2.04473996
0.46400002,2.04473996
0.46600002,2.49946594
0.46800002,2.04473996
0.47000002,2.95419168
0.47200002,2.04473996
0.47400002,2.95419168
0.47600002,2.04473996
0.47800002,2.95419168
0.48000002,2.49946594
0.48200002,2.49946594
0.48400002,2.95419168
0.48600002,2.49946594
0.48800002,2.95419168
0.49000002,2.04473996
0.49200002,2.95419168
0.49400002,2.04473996
0.49600002,2.49946594
0.49800002,2.49946594
0.50000002,2.04473996
0.50200002,2.95419168
0.50400002,2.49946594
0.50600002,2.95419168
0.50800002,2.04473996
0.51000002,2.04473996
0.51200002,2.49946594
0.51400002,2.49946594
0.51600002,2.95419168
0.51800002,2.49946594
0.52000002,2.95419168
0.52200002,2.49946594
0.52400002,2.04473996
0.52600002,2.49946594
0.52800003,2.49946594
0.53000003,2.95419168
0.53200003,2.49946594
0.53400003,2.95419168
0.53600003,2.95419168
0.53800003,2.04473996
0.54000003,2.95419168
0.54200003,2.04473996
0.54400003,3.40891743
0.54600003,2.04473996
0.54800003,2.49946594
0.55000003,2.49946594
0.55200003,2.49946594
0.55400003,2.95419168
0.55600003,2.04473996
0.55800003,2.95419168
0.56000003,2.95419168
0.56200003,2.04473996
0.56400003,2.49946594
0.56600003,2.04473996
0.56800003,2.95419168
0.57000003,2.04473996
0.57200003,2.95419168
0.57400003,2.04473996
0.57600003,2.95419168
0.57800003,2.49946594
0.58000003,2.49946594
0.58200003,2.95419168
0.58400003,2.49946594
0.58600003,2.95419168
0.58800003,2.04473996
0.59000003,2.95419168
0.59200003,2.04473996
0.59400003,3.40891743
0.59600003,2.49946594
0.59800003,3.40891743
0.60000003,2.49946594
0.60200003,2.95419168
0.60400003,2.95419168
0.60600003,2.04473996
0.60800003,2.49946594
0.61000003,2.04473996
0.61200003,2.95419168
0.61400003,2.49946594
0.61600003,2.95419168
0.61800003,2.04473996
0.62000003,2.95419168
0.62200003,2.49946594
0.62400003,2.95419168
0.62600003,2.95419168
0.62800003,2.95419168
0.63000003,2.95419168
0.63200003,2.04473996
0.63400003,2.95419168
0.63600003,2.04473996
0.63800003,2.95419168
0.64000003,2.04473996
0.64200003,2.95419168
0.64400003,2.49946594
0.64600003,2.95419168
0.64800003,2.49946594
0.65000003,2.49946594
0.65200003,2.95419168
0.65400003,2.04473996
0.65600003,2.95419168
0.65800003,2.04473996
0.66000003,2.95419168
0.66200003,2.49946594
0.66400003,2.95419168
0.66600003,2.49946594
0.66800003,2.95419168
0.67000003,2.04473996
0.67200003,2.95419168
0.67400003,2.49946594
0.67600003,2.49946594
0.67800003,2.95419168
0.68000003,2.04473996
0.68200003,2.95419168
0.68400003,2.04473996
0.68600003,2.95419168
0.68800003,2.49946594
0.69000003,2.95419168
0.69200003,2.04473996
0.69400003,2.95419168
0.69600003,2.49946594
0.69800003,3.40891743
0.70000003,2.49946594
0.70200003,2.95419168
0.70400003,2.95419168
0.70600003,2.95419168
0.70800003,2.49946594
0.71000003,2.49946594
0.71200003,2.95419168
0.71400003,2.49946594
0.71600003,3.40891743
0.71800003,2.49946594
0.72000003,2.95419168
0.72200003,2.49946594
0.72400003,2.95419168
0.72600003,2.49946594
0.72800003,2.49946594
0.73000003,2.95419168
0.73200003,2.04473996
0.73400003,2.95419168
0.73600003,2.95419168
0.73800004,2.95419168
0.74000004,2.95419168
0.74200004,2.04473996
0.74400004,2.95419168
0.74600004,2.04473996
0.74800004,2.95419168
0.75000004,2.95419168
0.75200004,2.95419168
0.75400004,2.95419168
0.75600004,2.95419168
0.75800004,2.49946594
0.76000004,2.49946594
0.76200004,2.95419168
0.76400004,2.49946594
0.76600004,2.95419168
0.76800004,2.04473996
0.77000004,3.40891743
0.77200004,2.04473996
0.77400004,2.95419168
0.77600004,2.95419168
0.77800004,2.04473996
0.78000004,2.95419168
0.78200004,2.04473996
0.78400004,3.40891743
0.78600004,2.04473996
0.78800004,2.95419168
0.79000004,2.49946594
0.79200004,2.49946594
0.79400004,2.49946594
0.79600004,2.49946594
0.79800004,2.95419168
0.80000004,2.04473996
0.80200004,2.95419168
0.80400004,2.49946594
0.80600004,2.49946594
0.80800004,2.95419168
0.81000004,2.04473996
0.81200004,2.95419168
0.81400004,2.04473996
0.81600004,2.95419168
0.81800004,2.95419168
0.82000004,2.95419168
0.82200004,2.49946594
0.82400004,2.49946594
0.82600004,2.95419168
0.82800004,2.49946594
0.83000004,2.95419168
0.83200004,2.04473996
0.83400004,3.40891743
0.83600004,2.04473996
0.83800004,2.95419168
0.84000004,2.04473996
0.84200004,2.49946594
0.84400004,2.49946594
0.84600004,2.04473996
0.84800004,2.49946594
0.85000004,2.04473996
0.85200004,2.49946594
0.85400004,2.04473996
0.85600004,2.95419168
0.85800004,2.04473996
0.86000004,2.49946594
0.86200004,2.04473996
0.86400004,2.04473996
0.86600004,2.04473996
0.86800004,1.58848834
0.87000004,2.49946594
0.87200004,1.58848834
0.87400004,2.04473996
0.87600004,2.04473996
0.87800004,2.04473996
0.88000004,1.58848834
0.88200004,2.04473996
0.88400004,2.04473996
0.88600004,2.04473996
0.88800004,2.04473996
0.89000004,1.58848834
0.89200004,2.04473996
0.89400004,2.04473996
0.89600004,1.58848834
0.89800004,1.58848834
0.90000004,1.13376260
0.90200004,2.04473996
0.90400004,1.58848834
0.90600004,2.04473996
0.90800004,1.58848834
0.91000004,2.04473996
0.91200004,1.58848834
0.91400004,1.58848834
0.91600004,1.58848834
0.91800004,1.58848834
0.92000004,2.04473996
0.92200004,1.58848834
0.92400004,2.04473996
0.92600004,1.58848834
0.92800004,2.04473996
0.93000004,2.04473996
0.93200004,1.58848834
0.93400004,2.04473996
0.93600004,1.58848834
0.93800004,2.04473996
0.94000004,1.58848834
0.94200004,2.04473996
0.94400004,1.58848834
0.94600004,2.04473996
0.94800005,2.04473996
0.95000005,1.58848834
0.95200005,2.04473996
0.95400005,1.58848834
0.95600005,2.95419168
0.95800005,1.58848834
0.96000005,2.04473996
0.96200005,2.04473996
0.96400005,1.58848834
0.96600005,2.04473996
0.96800005,1.58848834
0.97000005,2.49946594
0.97200005,2.04473996
0.97400005,2.49946594
0.97600005,2.04473996
0.97800005,2.04473996
0.98000005,2.04473996
0.98200005,1.58848834
0.98400005,2.49946594
0.98600005,2.04473996
0.98800005,2.49946594
0.99000005,2.04473996
0.99200005,2.04473996
0.99400005,1.58848834
0.99600005,2.04473996
0.99800005,2.49946594
1.00000005,1.58848834
1.00200005,2.49946594
1.00400005,1.58848834
1.00600005,2.04473996
1.00800005,2.04473996
1.01000005,2.04473996
1.01200005,2.49946594
1.01400005,2.04473996
1.01600005,2.95419168
1.01800005,2.04473996
1.02000005,2.04473996
1.02200005,2.04473996
1.02400005,2.04473996
1.02600005,2.49946594
1.02800005,2.04473996
1.03000005,2.95419168
1.03200005,2.04473996
1.03400005,2.95419168
1.03600005,2.04473996
1.03800005,2.04473996
1.04000005,2.49946594
1.04200005,2.04473996
1.04400005,2.95419168
1.04600005,2.49946594
1.04800005,2.95419168
1.05000005,2.04473996
1.05200005,2.95419168
1.05400005,2.04473996
1.05600005,2.04473996
1.05800005,2.04473996
1.06000005,2.04473996
1.06200005,2.95419168
1.06400005,2.49946594
1.06600005,2.95419168
1.06800005,2.04473996
1.07000005,2.95419168
1.07200005,2.49946594
1.07400005,2.04473996
1.07600005,2.95419168
1.07800005,2.04473996
1.08000005,2.95419168
1.08200005,2.04473996
1.08400005,2.95419168
1.08600005,2.49946594
1.08800005,2.04473996
1.09000005,2.49946594
1.09200005,2.04473996
1.09400005,2.95419168
1.09600005,2.49946594
1.09800005,2.95419168
1.10000005,2.04473996
1.10200005,2.95419168
1.10400005,2.49946594
1.10600005,2.04473996
1.10800005,2.95419168
1.11000005,2.04473996
1.11200005,3.40891743
1.11400005,2.04473996
1.11600005,2.95419168
1.11800005,2.95419168
1.12000005,2.49946594
1.12200005,2.95419168
1.12400005,2.04473996
1.12600005,2.95419168
1.12800005,2.49946594
1.13000005,3.40891743
1.13200005,2.95419168
1.13400005,2.95419168
1.13600005,2.95419168
1.13800005,2.49946594
1.14000005,2.49946594
1.14200005,2.04473996
1.14400005,2.95419168
1.14600005,2.04473996
1.14800005,2.95419168
1.15000005,2.04473996
1.15200005,2.95419168
1.15400005,2.04473996
1.15600005,2.04473996
1.15800006,2.49946594
1.16000006,2.04473996
1.16200006,2.04473996
1.16400006,2.04473996
1.16600006,2.04473996
1.16800006,1.58848834
1.17000006,2.49946594
1.17200006,2.04473996
1.17400006,2.49946594
1.17600006,2.04473996
1.17800006,2.04473996
1.18000006,1.58848834
1.18200006,2.04473996
1.18400006,2.04473996
1.18600006,1.58848834
1.18800006,2.04473996
1.19000006,1.58848834
1.19200006,2.04473996
1.19400006,1.58848834
1.19600006,2.95419168
1.19800006,1.58848834
1.20000006,2.49946594
1.20200006,1.58848834
1.20400006,1.58848834
1.20600006,2.04473996
1.20800006,1.58848834
1.21000006,2.04473996
1.21200006,1.58848834
1.21400006,2.04473996
1.21600006,1.58848834
1.21800006,2.49946594
1.22000006,2.04473996
1.22200006,2.04473996
1.22400006,2.04473996
1.22600006,2.04473996
1.22800006,2.04473996
1.23000006,1.58848834
1.23200006,2.95419168
1.23400006,2.04473996
1.23600006,2.04473996
1.23800006,2.04473996
1.24000006,1.58848834
1.24200006,2.04473996
1.24400006,2.04473996
1.24600006,2.04473996
1.24800006,2.04473996
1.25000006,2.49946594
1.25200006,2.04473996
1.25400006,2.49946594
1.25600006,2.04473996
1.25800006,2.04473996
1.26000006,2.04473996
1.26200006,2.04473996
1.26400006,2.04473996
1.26600006,2.04473996
1.26800006,2.95419168
1.27000006,2.04473996
1.27200006,2.95419168
1.27400006,2.04473996
1.27600006,2.49946594
1.27800006,2.04473996
1.28000006,2.04473996
1.28200006,2.49946594
1.28400006,2.04473996
1.28600006,2.49946594
1.28800006,2.04473996
1.29000006,2.95419168
1.29200006,2.04473996
1.29400006,2.95419168
1.29600006,2.04473996
1.29800006,2.95419168
1.30000006,2.49946594
1.30200006,2.49946594
1.30400006,2.49946594
1.30600006,2.04473996
1.30800006,2.95419168
1.31000006,2.49946594
1.31200006,3.40891743
1.31400006,2.95419168
1.31600006,2.95419168
1.31800006,2.49946594
1.32000006,2.95419168
1.32200006,2.95419168
1.32400006,2.49946594
1.32600006,2.95419168
1.32800006,2.95419168
1.33000006,3.40891743
1.33200006,2.95419168
1.33400006,2.95419168
1.33600006,2.95419168
1.33800006,2.49946594
1.34000006,3.40891743
1.34200006,2.49946594
1.34400006,3.40891743
1.34600006,2.49946594
1.34800006,3.40891743
1.35000006,2.95419168
1.35200006,2.95419168
1.35400006,3.40891743
1.35600006,2.49946594
1.35800006,3.40891743
1.36000006,2.49946594
1.36200006,3.40891743
1.36400006,2.95419168
1.36600006,2.95419168
1.36800006,2.95419168
1.37000007,2.95419168
1.37200007,3.40891743
1.37400007,2.95419168
1.37600007,3.40891743
1.37800007,2.95419168
1.38000007,3.86364317
1.38200007,2.95419168
1.38400007,3.40891743
1.38600007,3.40891743
1.38800007,3.40891743
1.39000007,3.40891743
1.39200007,2.95419168
1.39400007,3.86364317
1.39600007,2.95419168
1.39800007,3.40891743
1.40000007,2.95419168
1.40200007,2.95419168
1.40400007,2.95419168
1.40600007,2.95419168
1.40800007,3.86364317
1.41000007,2.95419168
1.41200007,3.86364317
1.41400007,2.95419168
1.41600007,3.40891743
1.41800007,2.95419168
1.42000007,2.95419168
1.42200007,2.95419168
1.42400007,2.95419168
1.42600007,3.40891743
1.42800007,2.95419168
1.43000007,3.40891743
1.43200007,2.95419168
1.43400007,3.40891743
1.43600007,2.95419168
1.43800007,2.95419168
1.44000007,3.40891743
1.44200007,2.49946594
1.44400007,3.40891743
1.44600007,2.49946594
1.44800007,3.40891743
1.45000007,2.95419168
1.45200007,2.95419168
1.45400007,2.95419168
1.45600007,2.95419168
1.45800007,2.95419168
1.46000007,2.95419168
1.46200007,2.95419168
1.46400007,2.49946594
1.46600007,3.40891743
1.46800007,2.49946594
1.47000007,2.95419168
1.47200007,2.95419168
1.47400007,2.95419168
1.47600007,2.95419168
1.47800007,2.04473996
1.48000007,2.95419168
1.48200007,2.49946594
1.48400007,2.95419168
1.48600007,2.49946594
1.48800007,3.40891743
1.49000007,2.49946594
1.49200007,2.95419168
1.49400007,2.95419168
1.49600007,2.49946594
1.49800007,2.95419168
1.50000007,2.49946594
1.50200007,2.95419168
1.50400007,2.49946594
1.50600007,2.95419168
1.50800007,2.04473996
1.51000007,3.40891743
1.51200007,2.49946594
1.51400007,2.95419168
1.51600007,2.95419168
1.51800007,2.04473996
1.52000007,2.49946594
1.52200007,2.49946594
1.52400007,2.95419168
1.52600007,2.49946594
1.52800007,2.95419168
1.53000007,2.04473996
1.53200007,2.95419168
1.53400007,2.49946594
1.53600007,2.95419168
1.53800007,2.04473996
1.54000007,2.04473996
1.54200007,2.04473996
1.54400007,2.49946594
1.54600007,2.49946594
1.54800007,2.04473996
1.55000007,2.49946594
1.55200007,2.49946594
1.55400007,2.95419168
1.55600007,2.04473996
1.55800007,2.95419168
1.56000007,2.04473996
1.56200007,2.95419168
1.56400007,2.04473996
1.56600007,2.95419168
1.56800007,2.49946594
1.57000007,2.49946594
1.57200007,2.04473996
1.57400007,2.04473996
1.57600007,2.49946594
1.57800007,2.04473996
1.58000008,2.49946594
1.58200008,2.04473996
1.58400008,2.95419168
1.58600008,2.04473996
1.58800008,2.49946594
1.59000008,2.04473996
1.59200008,2.95419168
1.59400008,2.04473996
1.59600008,2.95419168
1.59800008,2.04473996
1.60000008,2.04473996
1.60200008,2.04473996
1.60400008,2.04473996
1.60600008,2.95419168
1.60800008,2.04473996
1.61000008,2.95419168
1.61200008,2.04473996
1.61400008,2.95419168
1.61600008,2.04473996
1.61800008,2.49946594
1.62000008,2.04473996
1.62200008,2.04473996
1.62400008,2.49946594
1.62600008,2.04473996
1.62800008,2.95419168
1.63000008,2.04473996
1.63200008,2.95419168
1.63400008,2.04473996
1.63600008,2.95419168
1.63800008,2.04473996
1.64000008,2.95419168
1.64200008,2.04473996
1.64400008,2.95419168
1.64600008,2.04473996
1.64800008,2.95419168
1.65000008,2.49946594
1.65200008,2.49946594
1.65400008,2.04473996
1.65600008,2.49946594
1.65800008,2.04473996
1.66000008,2.04473996
1.66200008,2.04473996
1.66400008,2.04473996
1.66600008,2.04473996
1.66800008,2.04473996
1.67000008,2.04473996
1.67200008,2.04473996
1.67400008,2.49946594
1.67600008,2.04473996
1.67800008,2.95419168
1.68000008,2.04473996
1.68200008,2.49946594
1.68400008,2.04473996
1.68600008,2.04473996
1.68800008,2.04473996
1.69000008,2.04473996
1.69200008,2.04473996
1.69400008,2.04473996
1.69600008,2.04473996
1.69800008,2.04473996
1.70000008,2.49946594
1.70200008,2.04473996
1.70400008,2.49946594
1.70600008,2.04473996
1.70800008,2.04473996
1.71000008,2.04473996
1.71200008,2.04473996
1.71400008,2.04473996
1.71600008,2.04473996
1.71800008,1.58848834
1.72000008,1.58848834
1.72200008,2.04473996
1.72400008,1.58848834
1.72600008,2.04473996
1.72800008,1.58848834
1.73000008,2.04473996
1.73200008,1.58848834
1.73400008,2.04473996
1.73600008,1.58848834
1.73800008,1.58848834
1.74000008,2.04473996
1.74200008,2.04473996
1.74400008,2.49946594
1.74600008,1.58848834
1.74800008,2.04473996
1.75000008,1.58848834
1.75200008,1.58848834
1.75400008,2.04473996
1.75600008,1.58848834
1.75800008,2.04473996
1.76000008,1.58848834
1.76200008,2.04473996
1.76400008,1.58848834
1.76600008,2.04473996
1.76800008,1.58848834
1.77000008,1.58848834
1.77200008,2.04473996
1.77400008,1.58848834
1.77600008,2.04473996
1.77800008,1.58848834
1.78000008,2.04473996
1.78200008,1.58848834
1.78400008,2.95419168
1.78600008,1.58848834
1.78800008,2.04473996
1.79000009,1.58848834
1.79200009,1.58848834
1.79400009,1.58848834
1.79600009,1.58848834
1.79800009,2.49946594
1.80000009,1.58848834
1.80200009,2.04473996
1.80400009,1.58848834
1.80600009,1.58848834
1.80800009,1.58848834
1.81000009,1.58848834
1.81200009,2.04473996
1.81400009,1.58848834
1.81600009,2.04473996
1.81800009,1.58848834
1.82000009,2.04473996
1.82200009,1.58848834
1.82400009,2.04473996
1.82600009,1.58848834
1.82800009,1.58848834
1.83000009,2.04473996
1.83200009,1.58848834
1.83400009,2.04473996
1.83600009,1.58848834
1.83800009,2.04473996
1.84000009,1.58848834
1.84200009,2.04473996
1.84400009,1.58848834
1.84600009,1.58848834
1.84800009,1.58848834
1.85000009,1.58848834
1.85200009,1.58848834
1.85400009,1.58848834
1.85600009,1.58848834
1.85800009,1.58848834
1.86000009,2.04473996
1.86200009,1.58848834
1.86400009,2.04473996
1.86600009,1.13376260
1.86800009,1.58848834
1.87000009,1.58848834
1.87200009,1.58848834
1.87400009,1.58848834
1.87600009,1.58848834
1.87800009,2.04473996
1.88000009,1.58848834
1.88200009,2.04473996
1.88400009,1.58848834
1.88600009,1.58848834
1.88800009,1.58848834
1.89000009,1.58848834
1.89200009,1.58848834
1.89400009,1.58848834
1.89600009,2.04473996
1.89800009,1.58848834
1.90000009,2.04473996
1.90200009,1.58848834
1.90400009,1.58848834
1.90600009,1.58848834
1.90800009,1.13376260
1.91000009,1.58848834
1.91200009,1.13376260
1.91400009,1.58848834
1.91600009,1.13376260
1.91800009,1.58848834
1.92000009,1.13376260
1.92200009,1.58848834
1.92400009,1.58848834
1.92600009,2.04473996
1.92800009,1.58848834
1.93000009,1.58848834
1.93200009,1.13376260
1.93400009,2.04473996
1.93600009,1.13376260
1.93800009,2.04473996
1.94000009,1.58848834
1.94200009,2.04473996
1.94400009,1.13376260
1.94600009,1.58848834
1.94800009,1.58848834
1.95000009,1.58848834
1.95200009,1.58848834
1.95400009,2.04473996
1.95600009,1.13376260
1.95800009,1.58848834
1.96000009,1.13376260
1.96200009,1.58848834
1.96400009,1.58848834
1.96600009,1.58848834
1.96800009,1.58848834
1.97000009,1.58848834
1.97200009,1.13376260
1.97400009,1.58848834
1.97600009,1.58848834
1.97800009,1.58848834
1.98000009,1.58848834
1.98200009,1.58848834
1.98400009,1.13376260
1.98600009,1.58848834
1.98800009,1.58848834
1.99000009,1.58848834
1.99200009,1.58848834
1.99400009,1.58848834
1.99600009,1.58848834
1.99800009,1.58848834
2.00000009,1.58848834
2.00200010,1.58848834
2.00400010,1.13376260
2.00600010,1.13376260
2.00800010,1.58848834
2.01000010,1.58848834
2.01200010,1.58848834
2.01400010,1.58848834
2.01600010,1.58848834
2.01800010,1.58848834
2.02000010,1.58848834
2.02200010,1.13376260
2.02400010,2.04473996
2.02600010,1.13376260
2.02800010,2.04473996
2.03000010,1.13376260
2.03200010,1.58848834
2.03400010,1.13376260
2.03600010,1.58848834
2.03800010,1.13376260
2.04000010,1.58848834
2.04200010,1.58848834
2.04400010,1.58848834
2.04600010,1.58848834
2.04800010,1.13376260
2.05000010,1.58848834
2.05200010,1.13376260
2.05400010,1.58848834
2.05600010,1.13376260
2.05800010,1.58848834
2.06000010,1.13376260
2.06200010,1.58848834
2.06400010,1.13376260
2.06600010,1.58848834
2.06800010,1.13376260
2.07000010,2.04473996
2.07200010,1.13376260
2.07400010,1.58848834
2.07600010,1.13376260
2.07800010,1.58848834
2.08000010,1.58848834
2.08200010,2.04473996
2.08400010,1.13376260
2.08600010,1.58848834
2.08800010,1.13376260
2.09000010,1.58848834
2.09200010,1.13376260
2.09400010,1.58848834
2.09600010,1.13376260
2.09800010,1.58848834
2.10000010,1.13376260
2.10200010,1.13376260
2.10400010,1.58848834
2.10600010,1.13376260
2.10800010,1.13376260
2.11000010,1.13376260
2.11200010,1.58848834
2.11400010,1.13376260
2.11600010,1.13376260
2.11800010,1.13376260
2.12000010,1.58848834
2.12200010,1.13376260
2.12400010,1.58848834
2.12600010,1.13376260
2.12800010,1.58848834
2.13000010,1.13376260
2.13200010,1.58848834
2.13400010,1.13376260
2.13600010,1.58848834
2.13800010,1.13376260
2.14000010,1.58848834
2.14200010,1.13376260
2.14400010,1.13376260
2.14600010,1.13376260
2.14800010,1.58848834
2.15000010,1.13376260
2.15200010,1.58848834
2.15400010,1.13376260
2.15600010,1.58848834
2.15800010,1.13376260
2.16000010,2.04473996
2.16200010,1.13376260
2.16400010,1.58848834
2.16600010,1.13376260
2.16800010,1.58848834
2.17000010,1.13376260
2.17200010,1.13376260
2.17400010,1.13376260
2.17600010,1.13376260
2.17800010,1.58848834
2.18000010,1.13376260
2.18200010,1.58848834
2.18400010,1.58848834
2.18600010,1.58848834
2.18800010,1.13376260
2.19000010,1.58848834
2.19200010,1.13376260
2.19400010,1.58848834
2.19600010,1.13376260
2.19800010,1.58848834
2.20000010,1.13376260
2.20200010,1.58848834
2.20400010,1.58848834
2.20600010,1.58848834
2.20800010,1.13376260
2.21000010,1.13376260
2.21200011,1.58848834
2.21400011,1.13376260
2.21600011,1.58848834
2.21800011,1.13376260
2.22000011,1.58848834
2.22200011,1.13376260
2.22400011,2.04473996
2.22600011,1.13376260
2.22800011,2.04473996
2.23000011,1.13376260
2.23200011,1.58848834
2.23400011,1.58848834
2.23600011,1.13376260
2.23800011,1.13376260
2.24000011,1.58848834
2.24200011,1.58848834
2.24400011,1.13376260
2.24600011,1.58848834
2.24800011,1.13376260
2.25000011,2.04473996
2.25200011,1.13376260
2.25400011,1.58848834
2.25600011,1.13376260
2.25800011,1.58848834
2.26000011,1.13376260
2.26200011,1.58848834
2.26400011,1.58848834
2.26600011,1.58848834
2.26800011,1.58848834
2.27000011,1.58848834
2.27200011,1.58848834
2.27400011,1.58848834
2.27600011,1.13376260
2.27800011,1.13376260
2.28000011,1.58848834
2.28200011,1.13376260
2.28400011,2.04473996
2.28600011,1.58848834
2.28800011,1.58848834
2.29000011,1.13376260
2.29200011,2.04473996
2.29400011,1.13376260
2.29600011,2.04473996
2.29800011,1.58848834
2.30000011,2.04473996
2.30200011,1.13376260
2.30400011,1.58848834
2.30600011,1.13376260
2.30800011,1.58848834
2.31000011,1.13376260
2.31200011,2.04473996
2.31400011,1.58848834
2.31600011,2.04473996
2.31800011,1.58848834
2.32000011,2.04473996
2.32200011,1.13376260
2.32400011,1.58848834
