Time,Channel A
(s),(mV)

0.00000000,5.68559837
0.00200000,5.68559837
0.00400000,6.14184999
0.00600000,5.68559837
0.00800000,5.68559837
0.01000000,6.14184999
0.01200000,5.68559837
0.01400000,6.14184999
0.01600000,5.68559837
0.01800000,5.23087263
0.02000000,6.14184999
0.02200000,5.68559837
0.02400000,5.23087263
0.02600000,6.59657574
0.02800000,5.23087263
0.03000000,5.68559837
0.03200000,6.14184999
0.03400000,5.68559837
0.03600000,5.68559837
0.03800000,5.68559837
0.04000000,5.68559837
0.04200000,6.59657574
0.04400000,5.68559837
0.04600000,5.68559837
0.04800000,6.14184999
0.05000000,5.68559837
0.05200000,5.68559837
0.05400000,6.59657574
0.05600000,5.23087263
0.05800000,5.68559837
0.06000000,6.14184999
0.06200000,5.23087263
0.06400000,5.68559837
0.06600000,6.14184999
0.06800000,5.68559837
0.07000000,6.14184999
0.07200000,5.68559837
0.07400000,5.68559837
0.07600000,6.14184999
0.07800000,5.68559837
0.08000000,5.68559837
0.08200000,6.14184999
0.08400000,5.68559837
0.08600000,6.14184999
0.08800000,5.68559837
0.09000000,5.68559837
0.09200000,6.14184999
0.09400000,5.68559837
0.09600000,5.68559837
0.09800000,6.59657574
0.10000000,5.68559837
0.10200000,5.68559837
0.10400000,6.59657574
0.10600001,5.68559837
0.10800001,5.68559837
0.11000001,5.68559837
0.11200001,5.68559837
0.11400001,5.68559837
0.11600001,6.14184999
0.11800001,5.68559837
0.12000001,5.68559837
0.12200001,5.68559837
0.12400001,5.68559837
0.12600001,6.14184999
0.12800001,5.68559837
0.13000001,5.68559837
0.13200001,6.59657574
0.13400001,5.68559837
0.13600001,5.68559837
0.13800001,6.59657574
0.14000001,5.68559837
0.14200001,5.23087263
0.14400001,6.59657574
0.14600001,5.68559837
0.14800001,5.68559837
0.15000001,5.68559837
0.15200001,5.68559837
0.15400001,5.68559837
0.15600001,6.14184999
0.15800001,5.68559837
0.16000001,5.68559837
0.16200001,5.68559837
0.16400001,5.68559837
0.16600001,5.68559837
0.16800001,5.68559837
0.17000001,5.68559837
0.17200001,5.68559837
0.17400001,5.68559837
0.17600001,5.68559837
0.17800001,5.68559837
0.18000001,6.14184999
0.18200001,5.68559837
0.18400001,6.59657574
0.18600001,5.68559837
0.18800001,5.68559837
0.19000001,6.14184999
0.19200001,6.14184999
0.19400001,5.68559837
0.19600001,6.59657574
0.19800001,5.68559837
0.20000001,5.68559837
0.20200001,6.59657574
0.20400001,5.68559837
0.20600001,5.68559837
0.20800001,6.14184999
0.21000001,5.68559837
0.21200001,5.23087263
0.21400001,6.14184999
0.21600001,6.14184999
0.21800001,5.68559837
0.22000001,6.59657574
0.22200001,5.23087263
0.22400001,5.68559837
0.22600001,6.59657574
0.22800001,5.68559837
0.23000001,5.68559837
0.23200001,6.14184999
0.23400001,5.68559837
0.23600001,5.68559837
0.23800001,6.14184999
0.24000001,5.68559837
0.24200001,5.68559837
0.24400001,6.14184999
0.24600001,5.68559837
0.24800001,6.14184999
0.25000001,5.68559837
0.25200001,5.68559837
0.25400001,6.14184999
0.25600001,5.68559837
0.25800001,5.68559837
0.26000001,6.14184999
0.26200001,5.68559837
0.26400001,5.68559837
0.26600001,6.59657574
0.26800001,5.68559837
0.27000001,5.68559837
0.27200001,5.68559837
0.27400001,5.68559837
0.27600001,5.68559837
0.27800001,5.68559837
0.28000001,5.23087263
0.28200001,6.14184999
0.28400001,5.68559837
0.28600001,5.68559837
0.28800001,5.68559837
0.29000001,5.68559837
0.29200001,5.68559837
0.29400001,6.14184999
0.29600001,5.68559837
0.29800001,5.68559837
0.30000001,6.14184999
0.30200001,5.68559837
0.30400001,5.23087263
0.30600001,6.14184999
0.30800001,5.68559837
0.31000001,5.68559837
0.31200001,6.59657574
0.31400001,5.68559837
0.31600002,5.68559837
0.31800002,6.14184999
0.32000002,5.68559837
0.32200002,5.68559837
0.32400002,5.68559837
0.32600002,5.68559837
0.32800002,5.68559837
0.33000002,6.14184999
0.33200002,5.68559837
0.33400002,6.14184999
0.33600002,5.68559837
0.33800002,5.68559837
0.34000002,6.14184999
0.34200002,5.68559837
0.34400002,5.68559837
0.34600002,6.14184999
0.34800002,5.68559837
