Timestamp (HH-MM-SS),Time (s),TSic AIN0 (°C)
13-40-19,1.0,16.236932277679443
13-40-20,2.1,16.239141523838043
13-40-21,3.1,16.236932277679443
13-40-22,4.1,16.235273778438568
13-40-23,5.1,16.24300926923752
13-40-24,6.1,16.202679574489594
13-40-25,7.1,16.23306453227997
13-40-26,8.1,16.201023161411285
13-40-27,9.1,16.232511699199677
13-40-28,10.1,16.23306453227997
13-40-29,11.1,16.20875656604767
13-40-30,12.1,16.240247189998627
13-40-31,13.1,16.23306453227997
13-40-32,14.2,16.245218515396118
13-40-33,15.2,16.244665682315826
13-40-34,16.2,16.239694356918335
13-40-35,17.2,16.234723031520844
13-40-36,18.2,16.237485110759735
13-40-37,19.2,16.27228856086731
13-40-38,20.2,16.265658736228943
13-40-39,21.2,16.336373388767242
13-40-40,22.2,16.344108879566193
13-40-41,23.2,16.378912329673767
13-40-42,24.2,16.405984461307526
13-40-43,25.2,16.43360525369644
13-40-44,26.3,16.47283136844635
13-40-45,27.3,16.506531238555908
13-40-46,28.3,16.51647388935089
13-40-47,29.3,16.5115025639534
13-40-48,30.3,16.545202434062958
13-40-49,31.3,16.578902304172516
13-40-50,32.3,16.57227247953415
13-40-51,33.3,16.613707840442657
13-40-52,34.3,16.617020666599274
13-40-53,35.3,16.650169789791107
13-40-54,36.4,16.651826202869415
13-40-55,37.4,16.68939381837845
13-40-56,38.4,16.68939381837845
13-40-57,39.4,16.719778776168823
13-40-58,40.4,16.67779266834259
13-40-59,41.4,16.71646386384964
13-41-00,42.4,16.71701669692993
13-41-01,43.4,16.756240725517273
13-41-02,44.4,16.749610900878906
13-41-03,45.4,16.750163733959198
13-41-05,46.5,16.742428243160248
13-41-06,47.5,16.754031479358673
13-41-07,48.5,16.781101524829865
13-41-08,49.5,16.78717851638794
13-41-09,50.5,16.79214984178543
13-41-10,51.5,16.781654357910156
13-41-11,52.5,16.754031479358673
13-41-12,53.5,16.78220510482788
13-41-13,54.5,16.746848821640015
13-41-14,55.5,16.748505234718323
13-41-15,56.5,16.783310770988464
13-41-16,57.6,16.750163733959198
13-41-17,58.6,16.781101524829865
13-41-18,59.6,16.750163733959198
13-41-19,60.6,16.749610900878906
13-41-20,61.6,16.749610900878906
13-41-21,62.6,16.75292581319809
13-41-22,63.6,16.754031479358673
13-41-23,64.6,16.751267313957214
13-41-24,65.6,16.747954487800598
13-41-25,66.6,16.75071656703949
13-41-26,67.6,16.744639575481415
13-41-27,68.6,16.747954487800598
13-41-28,69.6,16.752372980117798
13-41-29,70.7,16.75513505935669
13-41-30,71.7,16.746295988559723
13-41-31,72.7,16.756240725517273
13-41-32,73.7,16.71701669692993
13-41-33,74.7,16.71867311000824
13-41-34,75.7,16.71370178461075
13-41-35,76.7,16.71425461769104
13-41-36,77.7,16.750163733959198
13-41-37,78.7,16.750163733959198
13-41-38,79.7,16.725302934646606
13-41-39,80.7,16.70872837305069
13-41-40,81.8,16.71922594308853
13-41-41,82.8,16.744086742401123
13-41-42,83.8,16.717569530010223
13-41-43,84.8,16.71149253845215
13-41-44,85.8,16.75513505935669
13-41-45,86.8,16.71867311000824
13-41-46,87.8,16.75568789243698
13-41-47,88.8,16.748505234718323
13-41-48,89.8,16.751820147037506
13-41-49,90.8,16.75568789243698
13-41-50,91.8,16.741877496242523
13-41-51,92.8,16.747954487800598
13-41-53,94.6,16.748505234718323
13-41-54,95.6,16.746848821640015
13-41-55,96.6,16.747954487800598
13-41-56,97.6,16.754031479358673
13-41-57,98.6,16.75568789243698
13-41-58,99.6,16.751267313957214
13-41-59,100.6,16.748505234718323
13-42-00,101.6,16.747401654720306
13-42-01,102.6,16.75292581319809
13-42-02,103.6,16.749610900878906
13-42-03,104.6,16.754582226276398
13-42-04,105.7,16.756793558597565
13-42-05,106.7,16.75789713859558
13-42-06,107.7,16.75568789243698
13-42-07,108.7,16.75347864627838
13-42-08,109.7,16.78220510482788
13-42-09,110.7,16.747954487800598
13-42-10,111.7,16.785520017147064
13-42-11,112.7,16.746295988559723
13-42-12,113.7,16.75347864627838
13-42-13,114.7,16.756240725517273
13-42-14,115.7,16.786072850227356
13-42-15,116.7,16.788834929466248
13-42-16,117.7,16.751267313957214
13-42-17,118.8,16.742428243160248
13-42-18,119.8,16.77944302558899
13-42-19,120.8,16.78994059562683
13-42-20,121.8,16.751267313957214
13-42-21,122.8,16.784416437149048
13-42-22,123.8,16.742428243160248
13-42-23,124.8,16.786072850227356
13-42-24,125.8,16.786072850227356
