Timestamp (HH-MM-SS),Time (s),TSic AIN2 (°C)
11-15-01,1.1,17.32305943965912
11-15-02,2.1,17.309801876544952
11-15-03,3.1,17.316982448101044
11-15-04,4.1,17.313116788864136
11-15-05,5.1,17.30924904346466
11-15-06,6.1,17.310354709625244
11-15-07,7.1,17.322508692741394
11-15-08,8.1,17.304828464984894
11-15-09,9.1,17.315878868103027
11-15-10,10.1,17.31643170118332
11-15-11,11.2,17.312563955783844
11-15-12,12.2,17.320297360420227
11-15-13,13.2,17.33300417661667
11-15-14,14.2,17.314773201942444
11-15-15,15.2,17.314220368862152
11-15-16,16.2,17.320297360420227
11-15-17,17.2,17.315878868103027
11-15-18,18.2,17.31366753578186
11-15-19,19.2,17.31643170118332
11-15-20,20.2,17.346263825893402
11-15-21,21.3,17.31090545654297
11-15-22,22.3,17.35289365053177
11-15-23,23.3,17.342396080493927
11-15-24,24.3,17.354550063610077
11-15-25,25.3,17.38162010908127
11-15-26,26.3,17.383278608322144
11-15-27,27.3,17.390459179878235
11-15-28,28.3,17.408139407634735
11-15-29,29.3,17.4191877245903
11-15-30,30.3,17.417529225349426
11-15-32,31.5,17.424159049987793
11-15-33,32.5,17.458964586257935
11-15-34,34.0,17.458964586257935
11-15-35,35.3,17.451781928539276
11-15-37,36.8,17.472774982452393
11-15-38,37.9,17.519734501838684
11-15-39,38.9,17.48216688632965
11-15-40,40.0,17.551775872707367
11-15-41,41.2,17.557302117347717
11-15-43,42.7,17.582713663578033
11-15-44,43.9,17.599841058254242
11-15-45,45.1,17.598182559013367
11-15-46,46.1,17.593211233615875
11-15-47,47.1,17.62856751680374
11-15-48,48.1,17.627463936805725
11-15-49,49.1,17.621939778327942
11-15-50,50.1,17.6092329621315
11-15-51,51.1,17.620281279087067
11-15-52,52.1,17.6578488945961
11-15-53,53.2,17.64845699071884
11-15-54,54.2,17.652324736118317
11-15-56,55.8,17.69872933626175
11-15-57,56.8,17.69431084394455
11-15-58,57.9,17.67276495695114
11-15-59,58.9,17.714198231697083
11-16-01,61.1,17.728010714054108
11-16-04,63.4,17.726352214813232
11-16-05,64.5,17.726352214813232
11-16-06,65.7,17.7528715133667
11-16-07,67.2,17.728010714054108
11-16-08,68.4,17.768891155719757
11-16-10,69.6,17.722486555576324
11-16-11,70.8,17.74071753025055
11-16-12,72.3,17.756186425685883
11-16-14,74.3,17.777179479599
11-16-15,75.3,17.714751064777374
11-16-16,76.4,17.74568885564804
11-16-18,78.0,17.758948504924774
11-16-19,79.0,17.726905047893524
11-16-20,80.1,17.759501338005066
11-16-21,81.2,17.77773231267929
11-16-25,85.0,17.758948504924774
11-16-26,86.3,17.760604918003082
11-16-28,88.0,17.72359013557434
11-16-30,89.5,17.713647484779358
11-16-31,90.5,17.734087705612183
11-16-32,91.5,17.724142968654633
11-16-33,92.6,17.7086740732193
11-16-34,93.6,17.729667127132416
11-16-35,95.0,17.713647484779358
11-16-37,97.2,17.721933722496033
11-16-38,98.3,17.725801467895508
11-16-39,99.3,17.727457880973816
11-16-41,100.5,17.726352214813232
11-16-42,101.8,17.725248634815216
11-16-43,103.3,17.725801467895508
11-16-44,104.3,17.692652344703674
11-16-45,105.3,17.71640956401825
11-16-46,106.3,17.687681019306183
11-16-47,107.3,17.71640956401825
11-16-48,108.3,17.695414423942566
11-16-49,109.3,17.695967257022858
11-16-50,110.3,17.683813273906708
11-16-51,111.3,17.6865753531456
11-16-52,112.4,17.7064648270607
11-16-53,113.4,17.644589245319366
11-16-54,114.4,17.671659290790558
11-16-55,115.4,17.683260440826416
11-16-56,116.4,17.652324736118317
11-16-57,117.4,17.64790415763855
11-16-58,118.4,17.656190395355225
11-16-59,119.4,17.684366106987
11-17-00,120.4,17.64845699071884
11-17-01,121.4,17.6600581407547
11-17-02,122.4,17.6578488945961
11-17-03,123.4,17.653428316116333
11-17-05,124.4,17.661716639995575
11-17-06,125.5,17.63298809528351
11-17-07,126.5,17.65066623687744
11-17-08,127.5,17.649560570716858
11-17-09,128.5,17.65840172767639
11-17-10,129.5,17.658952474594116
11-17-11,130.5,17.626911103725433
11-17-12,131.5,17.630226016044617
11-17-13,132.5,17.63077884912491
11-17-14,133.5,17.61088937520981
11-17-15,134.5,17.62138694524765
11-17-16,135.5,17.62414902448654
11-17-17,136.6,17.61862486600876
11-17-18,137.7,17.625252604484558
11-17-19,138.7,17.619728446006775
11-17-20,139.7,17.61862486600876
11-17-21,140.7,17.61641353368759
11-17-22,141.7,17.615862786769867
11-17-23,142.7,17.611995041370392
11-17-24,143.7,17.619728446006775
11-17-25,144.7,17.62359619140625
11-17-26,145.7,17.615309953689575
11-17-27,146.7,17.617519199848175
11-17-28,147.8,17.615309953689575
11-17-29,148.8,17.628016769886017
11-17-30,149.8,17.583266496658325
11-17-31,150.8,17.589896321296692
11-17-32,151.8,17.588239908218384
11-17-33,152.8,17.58216291666031
11-17-34,153.8,17.585475742816925
11-17-35,154.8,17.576085925102234
11-17-36,155.8,17.592658400535583
11-17-37,156.8,17.5893434882164
11-17-38,158.1,17.604812383651733
11-17-39,159.2,17.585475742816925
11-17-41,161.0,17.587687075138092
11-17-42,162.0,17.58437216281891
11-17-43,163.0,17.579951584339142
11-17-44,164.0,17.591001987457275
11-17-45,165.0,17.583819329738617
11-17-46,166.1,17.594867646694183
11-17-47,167.1,17.575533092021942
11-17-48,168.1,17.587687075138092
11-17-49,169.1,17.581610083580017
11-17-50,170.1,17.573321759700775
11-17-51,171.1,17.603155970573425
11-17-52,172.1,17.578848004341125
11-17-53,173.1,17.58658140897751
11-17-54,174.1,17.578295171260834
11-17-55,175.2,17.589896321296692
11-17-56,176.2,17.583266496658325
11-17-57,177.2,17.585475742816925
