Timestamp (HH-MM-SS),Time (s),TSic AIN0 (°C)
16-08-20,1.1,16.725586652755737
16-08-21,2.1,16.707406789064407
16-08-22,3.1,16.701692442099255
16-08-23,4.1,16.699612364172935
16-08-24,5.1,16.705291211605072
16-08-25,6.1,16.708299666643143
16-08-26,7.1,16.705969870090485
16-08-27,8.1,16.703920289874077
16-08-28,9.1,16.706193453735775
16-08-29,10.1,16.704851031303406
16-08-30,11.2,16.703265851194207
16-08-31,12.2,16.70211749772231
16-08-32,13.2,16.701212250269375
16-08-33,14.2,16.700226664543152
16-08-34,15.2,16.701727350552876
16-08-35,16.2,16.69959710041682
16-08-36,17.2,16.702136238416035
16-08-37,18.2,16.70205557346344
16-08-38,19.3,16.701623737812042
16-08-39,20.3,16.701358795166016
16-08-40,21.3,16.699418385823567
16-08-41,22.3,16.70153723160426
16-08-42,23.3,16.701612055301666
16-08-43,24.4,16.6997176806132
16-08-44,25.4,16.70166379213333
16-08-45,26.4,16.70170412460963
16-08-46,27.4,16.703880548477173
16-08-47,28.4,16.70413964986801
16-08-48,29.4,16.706644296646118
16-08-49,30.4,16.706811328728993
16-08-50,31.4,16.708498338858288
16-08-51,32.5,16.70610898733139
16-08-52,33.5,16.708515723546345
16-08-53,34.5,16.711175858974457
16-08-54,35.5,16.711354434490204
16-08-55,36.5,16.71298970778783
16-08-56,37.5,16.710715373357136
16-08-57,38.5,16.713058829307556
16-08-58,39.5,16.712546467781067
16-08-59,40.5,16.71066363652547
16-09-00,41.6,16.71057726939519
16-09-01,42.6,16.708539088567097
16-09-02,43.6,16.710226098696392
16-09-03,44.6,16.70785955588023
16-09-04,45.6,16.705527643362682
16-09-05,46.6,16.70349516471227
16-09-06,47.7,16.705775201320648
16-09-07,48.7,16.703207274278004
16-09-08,49.7,16.703552742799122
16-09-09,50.7,16.70327055454254
16-09-10,51.7,16.701479931672413
16-09-11,52.7,16.70372547705968
16-09-13,53.7,16.703633268674213
16-09-14,54.7,16.705850025018055
16-09-15,55.7,16.705487310886383
16-09-16,56.7,16.705654203891754
16-09-17,57.8,16.707911292711895
16-09-18,58.8,16.70838346083959
16-09-19,59.8,16.708158989747364
16-09-20,60.8,16.710698127746582
16-09-21,61.8,16.710813283920288
16-09-22,62.8,16.710888107617695
16-09-23,63.8,16.711319943269093
16-09-24,64.8,16.71116445461909
16-09-25,65.9,16.709126273790996
16-09-26,66.9,16.711463888486225
16-09-27,67.9,16.709385375181835
16-09-28,68.9,16.707237740357716
16-09-29,69.9,16.70566588640213
16-09-30,70.9,16.705757955710094
16-09-31,71.9,16.708153148492176
16-09-32,72.9,16.705872972806294
16-09-33,74.0,16.705533345540363
16-09-34,75.0,16.70591914653778
16-09-35,76.0,16.705757955710094
16-09-36,77.0,16.705780903498333
16-09-37,78.0,16.703264713287354
16-09-38,79.0,16.703097820281982
16-09-39,80.0,16.700437823931377
16-09-40,81.0,16.700276494026184
16-09-41,82.0,16.697593410809834
16-09-42,83.0,16.69729967912038
16-09-43,84.0,16.696856300036114
16-09-44,85.0,16.696055908997852
16-09-45,86.1,16.693821907043457
16-09-46,87.1,16.69135759274165
16-09-47,88.1,16.690983335177105
16-09-48,89.1,16.691173315048218
16-09-49,90.1,16.69108694791794
16-09-50,91.1,16.688490231831867
16-09-51,92.1,16.688593844572704
16-09-52,93.1,16.688593844572704
16-09-53,94.1,16.688530425230663
16-09-54,95.1,16.688467005888622
