Timestamp (HH-MM-SS),Time (s),TSic AIN0 (°C)
05-24-11,1.1,15.922386944293976
05-24-12,2.1,15.925064533948898
05-24-13,3.1,15.939718087514242
05-24-14,4.1,15.945662781596184
05-24-15,5.1,15.950248897075653
05-24-16,6.1,15.95928281545639
05-24-17,7.1,15.968420207500458
05-24-18,8.1,15.968713521957397
05-24-19,9.2,15.975501894950867
05-24-20,10.2,15.981028974056244
05-24-21,11.2,15.980459034442902
05-24-22,12.2,15.979750990867615
05-24-23,13.2,15.978144645690918
05-24-24,14.3,15.970959067344666
05-24-25,15.3,15.966019034385681
05-24-26,16.3,15.954998672008514
05-24-27,17.3,15.944893717765808
05-24-28,18.3,15.936188161373138
05-24-29,19.3,15.928259909152985
05-24-30,20.3,15.91787874698639
05-24-31,21.4,15.920279502868652
05-24-32,22.4,15.919035732746124
05-24-33,23.4,15.918051064014435
05-24-34,24.4,15.910744488239288
05-24-35,25.4,15.911089956760406
05-24-36,26.4,15.903282701969147
05-24-37,27.4,15.90456110239029
05-24-38,28.4,15.899845540523529
05-24-39,29.5,15.898187041282654
05-24-40,30.5,15.89053499698639
05-24-41,31.5,15.890500366687775
05-24-42,32.5,15.882969319820404
05-24-43,33.5,15.873521089553833
05-24-44,34.5,15.866871237754822
05-24-45,35.5,15.857975840568542
05-24-46,36.6,15.84780204296112
05-24-47,37.6,15.833603620529175
05-24-48,38.6,15.827160716056824
05-24-49,39.6,15.81353223323822
05-24-50,40.6,15.80802184343338
05-24-51,41.6,15.804550051689148
05-24-52,42.6,15.804187059402466
05-24-53,43.7,15.804946839809418
05-24-54,44.7,15.81323766708374
05-24-55,45.7,15.813583135604858
05-24-56,46.7,15.812598466873169
05-24-57,47.7,15.813185930252075
05-24-58,48.7,15.812443256378174
05-24-59,49.7,15.81111353635788
05-25-00,50.7,15.819024682044983
05-25-01,51.8,15.826831936836243
05-25-02,52.8,15.82482796907425
05-25-03,53.8,15.831892967224121
05-25-04,54.8,15.833049952983856
05-25-05,55.8,15.826313316822052
05-25-06,56.8,15.818333327770233
05-25-07,57.8,15.820129930973053
05-25-08,58.9,15.812978565692902
05-25-09,59.9,15.811700582504272
05-25-10,60.9,15.810578227043152
05-25-11,61.9,15.810129284858704
05-25-12,62.9,15.811407268047333
05-25-14,63.9,15.81772917509079
05-25-15,64.9,15.825415432453156
05-25-16,66.0,15.83208280801773
05-25-17,67.0,15.840045690536499
05-25-18,68.0,15.846419751644135
05-25-19,69.0,15.846661746501923
05-25-20,70.0,15.846938371658325
05-25-21,71.0,15.845953702926636
05-25-22,72.0,15.853674590587616
05-25-23,73.0,15.861084640026093
05-25-24,74.0,15.869444727897644
05-25-25,75.1,15.875317692756653
05-25-26,76.1,15.876181364059448
05-25-27,77.1,15.875594317913055
05-25-28,78.1,15.86711323261261
05-25-29,79.1,15.859668552875519
05-25-30,80.1,15.853830218315125
05-25-31,81.1,15.853726327419281
